symbol,mean,median,std,min,max
IMOEXF,14.289104637528112,13.80359766791487,2.9408682780865067,8.760271525544837,21.119860901613155
USDRUBF,6.926811177919892,6.658116861872669,2.2087712602850966,3.6765833285657075,11.75437166567872
CNYRUBF,51.73174552430182,50.78859635146977,12.535444343815083,20.31937602627258,97.32653160139589
EURRUBF,3.8922809986517533,3.6631901840490797,1.4311531702301055,1.3777372262773722,9.281049562682215
GLDRUBF,14.450960681563693,14.65618331470379,3.3640568594865674,4.533115290269828,23.951982635396263
GAZPF,7.142275418663081,7.165752508361204,1.6813747765075509,3.003095975232198,13.158806190125276
SBERF,4.986055213435153,4.813527851458886,1.4143850157555284,2.2073586458210883,11.494949494949495
