symbol,mean,median,std,min,max
IMOEXF,2836.143859649123,2815.5,188.32870015468154,2460.5,3365.0
USDRUBF,84.00682352941178,81.24,6.92385381715516,75.82,103.86
CNYRUBF,11.560560784313726,11.282,0.7848106918729656,10.675,13.955
EURRUBF,94.62913725490196,93.56,4.142883191993754,88.51,107.08
GLDRUBF,9261.752280701754,8767.5,970.2711283469046,8083.3,11285.1
GAZPF,133.48473684210526,128.94,15.25952061451244,114.42,181.5
SBERF,303.6339298245614,305.2,12.09206694877475,272.34,330.92
