symbol,num_days,num_deals,avg_volume,avg_trades,volatility,mean_rel_range
AKZ5,163,67922,1637.9079754601228,416.6993865030675,2.1628555750351968,2.6306268308008764
NKM5,117,117987,1497.5299145299145,1008.4358974358975,2.9070696117905475,3.842469341923161
SNU5,139,57266,1449.4028776978416,411.9856115107914,2.00428184240781,2.036079680399748
NKU5,140,120771,1428.0142857142857,862.65,2.419424597556957,2.9982860001120395
OJF6,111,50214,1380.036036036036,452.3783783783784,2.83127424087504,3.8961019940395096
TTM5,112,91408,1357.294642857143,816.1428571428571,1.8317005712462648,2.4522162745316503
NKZ5,160,117172,1308.30625,732.325,1.9394113611526071,2.537749807060835
PZH5,55,53549,1285.9636363636364,973.6181818181818,1.7755217578916764,2.554159522994957
SNZ5,151,62174,1267.8145695364237,411.74834437086093,1.8682134039417535,2.082688218286306
TTZ5,151,96202,1219.158940397351,637.0993377483444,2.0530166509951555,2.395703774069492
SGZ5,156,84531,1157.8525641025642,541.8653846153846,1.2649262155978935,1.6320443328292171
SGU5,139,55213,1013.7769784172662,397.2158273381295,1.5494938770385065,1.9961607936102528
MGM5,115,50267,932.4347826086956,437.10434782608695,2.3788732194612736,3.0867809831897297
MGZ5,142,51048,918.2183098591549,359.49295774647885,1.961549530629622,2.106204728055207
RMH6,187,50768,909.475935828877,271.4866310160428,2.3825465850301324,2.0164342543005525
TTU5,136,64964,886.125,477.6764705882353,1.6363543980148745,2.130072669113435
