symbol,mean,median,std,min,max
IMOEXF,731038.2210526316,600546.0,510779.6693200512,18975,3096824
USDRUBF,152733.42352941175,130165.0,80588.57245991519,3698,470325
CNYRUBF,2146997.839215686,2012228.0,1050068.9708956622,24749,5874791
EURRUBF,9598.474509803922,8192.0,5549.5747611740035,255,33250
GLDRUBF,397766.9052631579,368129.0,265610.07410359744,2659,1787350
GAZPF,30507.277192982456,27637.0,19310.757135277792,112,119528
SBERF,15869.101754385965,13524.0,12604.665136264271,179,117911
