date,symbol,open_price,high_price,low_price,close_price,avg_price,total_volume,num_trades,mean_open_pos,max_open_pos,buy_volume,sell_volume,buy_count,sell_count,asset_class,daily_return,abs_return,price_range,relative_range,volume_per_trade,buy_share,direction_imbalance,normalized_close,month,weekday,weekday_name
2025-06-11,GLDRUBF,8333.8,8504.0,8310.8,8499.8,8425.622208532808,370302,28408,1588705.3469445226,1620420,223050,147252,17876,10532,Metal (Gold/RUB),2.3086181993259514,2.3086181993259514,193.20000000000073,2.2729946586978604,13.035130949028442,0.6023461931072476,0.10234619310724757,99.06411347187094,6,2,Wednesday
2025-06-13,GLDRUBF,8656.0,8680.0,8515.4,8599.0,8585.97605933251,250455,20225,1600982.4363906058,1622308,131745,118710,10552,9673,Metal (Gold/RUB),1.1670862843831786,1.1670862843831786,164.60000000000036,1.9141760669845373,12.383436341161929,0.5260226387973888,0.026022638797388753,100.22027715294692,6,4,Friday
2025-06-16,GLDRUBF,8591.0,8596.0,8477.8,8492.5,8520.96243902439,374599,21525,1488017.3645528455,1621482,213772,160827,10299,11226,Metal (Gold/RUB),-1.2385161065240125,1.2385161065240125,118.20000000000073,1.3918163085075153,17.402973286875724,0.5706689019458141,0.0706689019458141,98.97903287840467,6,0,Monday
2025-06-17,GLDRUBF,8511.0,8520.9,8450.5,8478.0,8487.768859020605,255654,20237,1442769.7171517517,1458682,118576,137078,8316,11921,Metal (Gold/RUB),-0.1707388872534632,0.1707388872534632,70.39999999999964,0.8303845246520362,12.632998962296783,0.4638143741150148,0.036185625884985195,98.81003717905385,6,1,Tuesday
2025-06-18,GLDRUBF,8476.4,8500.0,8434.0,8440.2,8462.496439798508,299785,26403,1428535.8882702724,1454010,135780,164005,14466,11937,Metal (Gold/RUB),-0.44585987261145377,0.44585987261145377,66.0,0.7819719911850429,11.354202173995379,0.4529245959604383,0.047075404039561675,98.36948287315998,6,2,Wednesday
2025-06-19,GLDRUBF,8440.2,8492.1,8380.0,8480.0,8421.12866110279,414559,28038,1408844.1044297025,1440706,216080,198479,15244,12794,Metal (Gold/RUB),0.4715528068055086,0.4715528068055086,112.10000000000036,1.3219339622641553,14.785612383194236,0.5212285826625402,0.02122858266254024,98.83334693068845,6,3,Thursday
2025-06-20,GLDRUBF,8430.0,8446.1,8385.1,8430.0,8413.553070735445,232861,15664,1398250.982507661,1409910,117063,115798,7317,8347,Metal (Gold/RUB),-0.5896226415094352,0.5896226415094352,61.0,0.7236061684460261,14.86599846782431,0.5027162126762318,0.0027162126762317884,98.25060313982354,6,4,Friday
2025-06-23,GLDRUBF,8401.0,8464.3,8373.0,8420.1,8421.86554842024,243877,19465,1419016.8417159002,1453558,121732,122145,9838,9627,Metal (Gold/RUB),-0.1174377224199219,0.1174377224199219,91.29999999999927,1.084310162587134,12.529000770613923,0.49915326168519375,0.0008467383148062502,98.13521986923229,6,0,Monday
2025-06-24,GLDRUBF,8359.8,8412.5,8262.4,8307.3,8326.667532825586,371248,29017,1457723.226867009,1484674,168474,202774,12546,16471,Metal (Gold/RUB),-1.3396515480813886,1.3396515480813886,150.10000000000036,1.8068445824756585,12.79415515042906,0.45380446493987847,0.04619553506012153,96.82054987704105,6,1,Tuesday
2025-06-25,GLDRUBF,8316.8,8350.0,8275.0,8307.0,8302.121864211738,189381,14773,1499340.5978474244,1536044,82406,106975,6800,7973,Metal (Gold/RUB),-0.0036112816438449435,0.0036112816438449435,75.0,0.9028530155290719,12.81940025722602,0.435133408314456,0.06486659168554398,96.81705341429586,6,2,Wednesday
